question_id,bundle_id,explanation_id,correct_answer,part,tags,deployed_at
q5732,b4264,e4264,c,5,88,1568635618561
q5733,b4265,e4265,b,5,88,1568635621718
q5734,b4266,e4266,b,5,88,1568635625233
q5735,b4267,e4267,d,5,75,1568635628491
q5736,b4268,e4268,a,5,75,1568635632203
q5737,b4269,e4269,c,5,75,1568635635306
q5738,b4270,e4270,b,5,118,1568635638713
q5739,b4271,e4271,b,5,94,1568635642193
q5740,b4272,e4272,b,5,118,1568635645361
q5741,b4273,e4273,d,5,118,1568635649871
q5742,b4274,e4274,b,5,129,1568635653349
q5743,b4275,e4275,d,5,129,1568635656962
q5744,b4276,e4276,c,5,129,1568635660490
q5745,b4277,e4277,c,5,129,-1
q5746,b4278,e4278,d,5,129,1568635663629
q5747,b4279,e4279,d,5,94,1568635666986
q5748,b4280,e4280,b,5,94,1568635670263
q5749,b4281,e4281,d,5,74,1568635673790
q5750,b4282,e4282,a,5,74,1568635677103
q5751,b4283,e4283,d,5,74,1568635680509
q5752,b4284,e4284,d,5,74,1568635683802
q5753,b4285,e4285,c,5,74,1568635686895
q5754,b4286,e4286,c,5,74,1568635690061
q5755,b4287,e4287,b,5,74,1568635693136
q5756,b4288,e4288,b,5,74,1568635696141
q5757,b4289,e4289,b,5,103,1568635699478
q5758,b4290,e4290,b,5,117,1568635703114
q5759,b4291,e4291,c,5,100,1568635706600
q5760,b4292,e4292,b,5,83,1568635710246
q5761,b4293,e4293,c,5,102,1568635713748
q5762,b4294,e4294,d,5,83,1568635716866
q5763,b4295,e4295,d,5,101,1568635720190
q5764,b4296,e4296,b,5,98,1568635723629
q5765,b4297,e4297,a,5,91,1568635727013
q5766,b4298,e4298,b,5,83,1568635730191
q5767,b4299,e4299,b,5,133,1568635733602
q5768,b4300,e4300,c,5,131,1568635737214
q5769,b4301,e4301,a,5,89,1568635740725
q5770,b4302,e4302,c,5,108,1568635743843
q5771,b4303,e4303,b,5,89,1568635746835
q5772,b4304,e4304,d,5,109,1568635749871
q5773,b4305,e4305,b,5,109,1568635752734
q5774,b4306,e4306,a,5,109,1568635755661
q5775,b4307,e4307,d,5,109,1568635758656
q5776,b4308,e4308,c,5,107,1568635761714
q5777,b4309,e4309,c,5,107,1568635765061
q5778,b4310,e4310,b,5,107,1568635768537
q5779,b4311,e4311,b,5,107,1568635772056
q5780,b4312,e4312,b,5,110,1568635775782
q5781,b4313,e4313,a,5,107,1568635778922
q5782,b4314,e4314,c,5,89,1568635782449
q5783,b4315,e4315,d,5,107,1568635785534
q5784,b4316,e4316,d,5,144,1568635788956
q5785,b4317,e4317,b,5,109,1568635792162
q5786,b4318,e4318,d,5,89,1568635795245
q5787,b4319,e4319,a,5,112,1568635798764
q5788,b4320,e4320,b,5,74,1519105493989
q5789,b4321,e4321,a,5,74,1519105495834
q5790,b4322,e4322,c,5,74,1519105497924
q5791,b4323,e4323,b,5,74,1519105499799
q5792,b4324,e4324,a,5,74,1519105501694
q5793,b4325,e4325,a,5,74,1519105503639
q5794,b4326,e4326,d,5,74,1519105505531
q5795,b4327,e4327,b,5,74,-1
q5796,b4328,e4328,d,5,74,1519105507529
q5797,b4329,e4329,b,5,74,1519105509469
q5798,b4330,e4330,c,5,74,1519105511315
q5799,b4331,e4331,b,5,74,1519105513248
q5800,b4332,e4332,b,5,74,1519105515136
q5801,b4333,e4333,c,5,74,1519105517160
q5802,b4334,e4334,b,5,74,1519105519037
q5803,b4335,e4335,b,5,74,1519105520888
q5804,b4336,e4336,b,5,74,1519105522714
q5805,b4337,e4337,d,5,74,1519105524616
q5806,b4338,e4338,d,5,74,-1
q5807,b4339,e4339,d,5,74,1519105526626
q5808,b4340,e4340,c,5,74,1519105528666
q5809,b4341,e4341,b,5,74,-1
q5810,b4342,e4342,a,5,74,1519105530773
q5811,b4343,e4343,c,5,74,1519105532722
q5812,b4344,e4344,a,5,74,1519105534622
q5813,b4345,e4345,b,5,74,-1
q5814,b4346,e4346,d,5,74,1519105536549
q5815,b4347,e4347,c,5,74,1519105538609
q5816,b4348,e4348,a,5,74,1519105540460
q5817,b4349,e4349,b,5,74,1519105542435
q5818,b4350,e4350,d,5,74,1519105544318
q5819,b4351,e4351,a,5,74,1519105546203
q5820,b4352,e4352,a,5,74,1519105548061
q5821,b4353,e4353,d,5,74,1519105549964
q5822,b4354,e4354,d,5,74,1519105551906
q5823,b4355,e4355,c,5,74,-1
q5824,b4356,e4356,d,5,74,1519105553843
q5825,b4357,e4357,d,5,74,1519105555778
q5826,b4358,e4358,a,5,74,-1
q5827,b4359,e4359,d,5,74,1519105557757
q5828,b4360,e4360,a,5,74,1519105559782
q5829,b4361,e4361,c,5,74,-1
q5830,b4362,e4362,b,5,74,1519105561725
q5831,b4363,e4363,d,5,74,-1
q5832,b4364,e4364,b,5,98,1519104184531
q5833,b4365,e4365,c,5,84,1519104186495
q5834,b4366,e4366,d,5,98,-1
q5835,b4367,e4367,c,5,98,1519104188518
q5836,b4368,e4368,b,5,98,1519104190455
q5837,b4369,e4369,a,5,98,-1
q5838,b4370,e4370,b,5,80,1519104192516
q5839,b4371,e4371,c,5,84,1519104194671
q5840,b4372,e4372,c,5,98,-1
q5841,b4373,e4373,c,5,80,-1
q5842,b4374,e4374,b,5,98,-1
q5843,b4375,e4375,a,5,84,1519104196658
q5844,b4376,e4376,b,5,98,1519104198621
q5845,b4377,e4377,c,5,98,1519104200577
q5846,b4378,e4378,b,5,98,1519104202730
q5847,b4379,e4379,c,5,98,-1
q5848,b4380,e4380,a,5,98,-1
q5849,b4381,e4381,b,5,104,1519104204680
q5850,b4382,e4382,c,5,84,1519104206572
q5851,b4383,e4383,a,5,80,1519104208656
q5852,b4384,e4384,b,5,84,1519104210602
q5853,b4385,e4385,b,5,80,1519104212758
q5854,b4386,e4386,c,5,104,1519104215009
q5855,b4387,e4387,a,5,98,1519104216975
q5856,b4388,e4388,b,5,98,1519104218922
q5857,b4389,e4389,c,5,98,1519104220867
q5858,b4390,e4390,d,5,80,1519104222848
q5859,b4391,e4391,c,5,119,1519104224829
q5860,b4392,e4392,b,5,104,1519104226760
q5861,b4393,e4393,a,5,80,-1
q5862,b4394,e4394,b,5,80,1519104230752
q5863,b4395,e4395,a,5,80,1519104232678
q5864,b4396,e4396,c,5,80,1519104234757
q5865,b4397,e4397,a,5,74,1519104236801
q5866,b4398,e4398,b,5,74,-1
q5867,b4399,e4399,c,5,74,1519104238788
q5868,b4400,e4400,c,5,74,1519104240808
q5869,b4401,e4401,b,5,74,1519104242743
q5870,b4402,e4402,a,5,74,1519104244770
q5871,b4403,e4403,b,5,74,1519104246666
q5872,b4404,e4404,c,5,74,1519104248607
q5873,b4405,e4405,b,5,74,1519104250520
q5874,b4406,e4406,a,5,74,1519104252670
q5875,b4407,e4407,c,5,74,1519104256304
q5876,b4408,e4408,b,5,74,1519104258248
q5877,b4409,e4409,a,5,74,1519104260194
q5878,b4410,e4410,a,5,74,1519104262099
q5879,b4411,e4411,b,5,74,-1
q5880,b4412,e4412,d,5,74,1519104264130
q5881,b4413,e4413,c,5,74,1519104266130
q5882,b4414,e4414,b,5,74,1519104268075
q5883,b4415,e4415,a,5,74,-1
q5884,b4416,e4416,b,5,74,1519104270299
q5885,b4417,e4417,b,5,74,1519104272391
q5886,b4418,e4418,a,5,74,1519104274262
q5887,b4419,e4419,b,5,74,1519104276274
q5888,b4420,e4420,c,5,74,1519104278112
q5889,b4421,e4421,b,5,74,-1
q5890,b4422,e4422,b,5,74,-1
q5891,b4423,e4423,b,5,74,1519104280171
q5892,b4424,e4424,a,5,74,1519104282034
q5893,b4425,e4425,c,5,74,-1
q5894,b4426,e4426,c,5,74,1519104283969
q5895,b4427,e4427,c,5,119,1519104285938
q5896,b4428,e4428,a,5,119,1519104287901
q5897,b4429,e4429,b,5,87,1519104289906
q5898,b4430,e4430,d,5,119,1519104291999
q5899,b4431,e4431,c,5,121,1519104294019
q5900,b4432,e4432,c,5,120,1519104296442
q5901,b4433,e4433,d,5,119,1519104298578
q5902,b4434,e4434,a,5,119,1519104300738
q5903,b4435,e4435,b,5,-1,-1
q5904,b4436,e4436,c,5,98,1561367047331
q5905,b4437,e4437,a,5,84,1561367049504
q5906,b4438,e4438,b,5,80,1561367051906
q5907,b4439,e4439,a,5,84,-1
q5908,b4440,e4440,d,5,80,1561367054054
q5909,b4441,e4441,c,5,80,1561367056176
q5910,b4442,e4442,a,5,84,1561367058176
q5911,b4443,e4443,a,5,98,1561367060334
q5912,b4444,e4444,b,5,80,1561367062330
q5913,b4445,e4445,b,5,84,1561367064244
q5914,b4446,e4446,b,5,84,1561367066156
q5915,b4447,e4447,a,5,104,1561367068054
q5916,b4448,e4448,b,5,84,1561367069954
q5917,b4449,e4449,d,5,84,1561367072100
q5918,b4450,e4450,c,5,84,1561367074060
q5919,b4451,e4451,a,5,84,1561367076090
q5920,b4452,e4452,a,5,84,1561367078366
q5921,b4453,e4453,d,5,104,1561367080527
q5922,b4454,e4454,d,5,80,1561367082490
q5923,b4455,e4455,d,5,84,1561367084574
q5924,b4456,e4456,c,5,84,1561367086568
q5925,b4457,e4457,a,5,80,1561367088808
q5926,b4458,e4458,d,5,84,1561367090832
q5927,b4459,e4459,d,5,80,1561367092997
q5928,b4460,e4460,d,5,80,1561367095044
q5929,b4461,e4461,d,5,122,1561367097040
q5930,b4462,e4462,a,5,80,1561367098957
q5931,b4463,e4463,c,5,84,1561367100812
q5932,b4464,e4464,d,5,84,1561367102986
q5933,b4465,e4465,b,5,84,1561367104973
q5934,b4466,e4466,b,5,80,1561367106976
q5935,b4467,e4467,d,5,84,1561367109238
q5936,b4468,e4468,b,5,84,1561367111192
q5937,b4469,e4469,d,5,84,1561367113766
q5938,b4470,e4470,a,5,84,1561367116721
q5939,b4471,e4471,a,5,71,1561367118661
q5940,b4472,e4472,a,5,84,-1
q5941,b4473,e4473,b,5,84,1561367120978
q5942,b4474,e4474,b,5,84,1561367123072
q5943,b4475,e4475,b,5,84,1561367125139
q5944,b4476,e4476,c,5,84,1561367127521
q5945,b4477,e4477,d,5,84,-1
q5946,b4478,e4478,c,5,80,1561367129557
q5947,b4479,e4479,a,5,84,1561367131431
q5948,b4480,e4480,a,5,84,1561367133235
q5949,b4481,e4481,a,5,84,1561367135077
q5950,b4482,e4482,d,5,80,1561367136955
q5951,b4483,e4483,b,5,80,1561367139085
q5952,b4484,e4484,a,5,80,1561367141222
q5953,b4485,e4485,a,5,80,1561367143153
q5954,b4486,e4486,a,5,80,1561367145633
q5955,b4487,e4487,b,5,80,1561367147710
q5956,b4488,e4488,b,5,84,1561367150070
q5957,b4489,e4489,c,5,84,1561367152138
q5958,b4490,e4490,a,5,84,1561367154154
q5959,b4491,e4491,b,5,98,1561367156237
q5960,b4492,e4492,c,5,104,1561367158280
q5961,b4493,e4493,a,5,84,1561367160264
q5962,b4494,e4494,c,5,98,1561367162133
q5963,b4495,e4495,a,5,84,-1
q5964,b4496,e4496,a,5,84,1561367164153
q5965,b4497,e4497,b,5,80,1561367166165
q5966,b4498,e4498,d,5,98,1561367168140
q5967,b4499,e4499,b,5,84,1561367170262
q5968,b4500,e4500,b,5,84,1561367172424
q5969,b4501,e4501,a,5,84,1561367174310
q5970,b4502,e4502,a,5,80,1561367176312
q5971,b4503,e4503,a,5,84,1561367178571
q5972,b4504,e4504,c,5,80,1561367180760
q5973,b4505,e4505,b,5,84,1561367182849
q5974,b4506,e4506,c,5,84,1561367184824
q5975,b4507,e4507,b,5,84,1561367186914
q5976,b4508,e4508,a,5,84,1561367188895
q5977,b4509,e4509,a,5,80,1561367190805
q5978,b4510,e4510,b,5,80,1561367192772
q5979,b4511,e4511,a,5,80,1561367194971
q5980,b4512,e4512,c,5,98,1561367196942
q5981,b4513,e4513,c,5,98,-1
q5982,b4514,e4514,a,5,98,1561367198796
q5983,b4515,e4515,b,5,98,1561367200712
q5984,b4516,e4516,d,5,98,1561367202509
q5985,b4517,e4517,b,5,98,1561367204754
q5986,b4518,e4518,b,5,98,1561367206798
q5987,b4519,e4519,a,5,104,1561367208799
q5988,b4520,e4520,a,5,84,1561367210974
q5989,b4521,e4521,a,5,84,1561367213232
q5990,b4522,e4522,a,5,98,1561367215561
q5991,b4523,e4523,a,5,80,1561367217738
q5992,b4524,e4524,a,5,119,1561367220011
q5993,b4525,e4525,a,5,98,1561367222037
q5994,b4526,e4526,a,5,98,1561367224153
q5995,b4527,e4527,a,5,84,1561367225938
q5996,b4528,e4528,a,5,104,1561367228192
q5997,b4529,e4529,a,5,98,1561367230358
q5998,b4530,e4530,a,5,84,1561367232293
q5999,b4531,e4531,a,5,98,1561367234169
q6000,b4532,e4532,a,5,98,1561367236009
q6001,b4533,e4533,a,5,84,1561367238033
q6002,b4534,e4534,a,5,84,1561367240547
q6003,b4535,e4535,a,5,98,1561367242986
q6004,b4536,e4536,a,5,98,1561367245448
q6005,b4537,e4537,a,5,84,-1
q6006,b4538,e4538,a,5,98,1561367247759
q6007,b4539,e4539,a,5,84,1561367249789
q6008,b4540,e4540,a,5,98,1561367252203
q6009,b4541,e4541,a,5,98,1561367254436
q6010,b4542,e4542,a,5,104,1561367256581
q6011,b4543,e4543,a,5,98,1561367258878
q6012,b4544,e4544,a,5,98,1561367261377
q6013,b4545,e4545,a,5,104,1561367263598
q6014,b4546,e4546,a,5,80,1561367266217
q6015,b4547,e4547,a,5,98,1561367268634
q6016,b4548,e4548,a,5,98,1561367270938
q6017,b4549,e4549,c,5,96,1568635802178
q6018,b4550,e4550,c,5,86,1568635805364
q6019,b4551,e4551,c,5,86,1568635808581
q6020,b4552,e4552,d,5,96,1568635811764
q6021,b4553,e4553,a,5,82,1568635815049
q6022,b4554,e4554,b,5,96,1568635818262
q6023,b4555,e4555,c,5,86,1568635821518
q6024,b4556,e4556,a,5,103,1568635824727
q6025,b4557,e4557,b,5,82,1568635828007
q6026,b4558,e4558,a,5,96,1568635831256
q6027,b4559,e4559,c,5,86,1568635834307
q6028,b4560,e4560,d,5,96,1561368293241
q6029,b4561,e4561,c,5,103,1568635837480
q6030,b4562,e4562,a,5,103,1568635840646
q6031,b4563,e4563,d,5,82,1568635844227
q6032,b4564,e4564,b,5,77,1568635847590
q6033,b4565,e4565,d,5,106,1568635850744
q6034,b4566,e4566,b,5,106,1568635854098
q6035,b4567,e4567,b,5,106,1568635857249
q6036,b4568,e4568,c,5,103,-1
q6037,b4569,e4569,c,5,82,1568635860543
q6038,b4570,e4570,d,5,103,1568635863913
q6039,b4571,e4571,b,5,106,1568635867297
q6040,b4572,e4572,c,5,72,1568635870517
q6041,b4573,e4573,a,5,86,1568635873985
q6042,b4574,e4574,b,5,106,1568635877025
q6043,b4575,e4575,c,5,103,1568635880362
q6044,b4576,e4576,d,5,103,1568635883702
q6045,b4577,e4577,d,5,103,1568635887107
q6046,b4578,e4578,b,5,86,1568635890369
q6047,b4579,e4579,d,5,96,1568635893289
q6048,b4580,e4580,a,5,103,1568635896658
q6049,b4581,e4581,b,5,103,1568635899848
q6050,b4582,e4582,a,5,103,1568635903310
q6051,b4583,e4583,a,5,103,-1
q6052,b4584,e4584,b,5,82,1568635906693
q6053,b4585,e4585,b,5,103,1568635909928
q6054,b4586,e4586,c,5,82,1568635913581
q6055,b4587,e4587,b,5,121,1568635916616
q6056,b4588,e4588,b,5,90,1568635919700
q6057,b4589,e4589,c,5,121,1568635922780
q6058,b4590,e4590,b,5,87,1568635926036
q6059,b4591,e4591,d,5,120,1568635929536
q6060,b4592,e4592,c,5,122,1568635932939
q6061,b4593,e4593,b,5,120,1568635935901
q6062,b4594,e4594,d,5,95,1568635939264
q6063,b4595,e4595,d,5,73,1568635942423
q6064,b4596,e4596,d,5,120,1568635946256
q6065,b4597,e4597,a,5,73,-1
q6066,b4598,e4598,d,5,90,1568635949454
q6067,b4599,e4599,a,5,119,1568635954577
q6068,b4600,e4600,a,5,87,1568635957686
q6069,b4601,e4601,a,5,87,1568635961341
q6070,b4602,e4602,d,5,119,1568635964745
q6071,b4603,e4603,b,5,126,1568635968532
q6072,b4604,e4604,d,5,95,1568635972219
q6073,b4605,e4605,b,5,123,1568635975706
q6074,b4606,e4606,a,5,125,1568635978848
q6075,b4607,e4607,a,5,90,1568635982476
q6076,b4608,e4608,b,5,73,1568635986084
q6077,b4609,e4609,a,5,119,1565337311640
q6078,b4610,e4610,c,5,87,-1
q6079,b4611,e4611,d,5,119,1565337313357
q6080,b4612,e4612,a,5,119,1565337315261
q6081,b4613,e4613,c,5,120,1565337317301
q6082,b4614,e4614,b,5,120,1565337319304
q6083,b4615,e4615,a,5,119,-1
q6084,b4616,e4616,c,5,119,1565337321104
q6085,b4617,e4617,c,5,120,1565337322735
q6086,b4618,e4618,d,5,119,1565337324546
q6087,b4619,e4619,a,5,87,1565337326418
q6088,b4620,e4620,b,5,119,1565337328323
q6089,b4621,e4621,b,5,119,1565337330114
q6090,b4622,e4622,c,5,119,-1
q6091,b4623,e4623,c,5,87,1565337332027
q6092,b4624,e4624,c,5,119,1565337334054
q6093,b4625,e4625,b,5,119,1565337335922
q6094,b4626,e4626,b,5,119,1565337337821
q6095,b4627,e4627,c,5,119,1565337339680
q6096,b4628,e4628,c,5,119,1565337341750
q6097,b4629,e4629,a,5,121,1565337343641
q6098,b4630,e4630,b,5,120,1565337345457
q6099,b4631,e4631,a,5,120,1565337347234
q6100,b4632,e4632,d,5,95,1565337349174
q6101,b4633,e4633,c,5,120,1565337350990
q6102,b4634,e4634,d,5,87,1565337352845
q6103,b4635,e4635,d,5,121,1565337354621
q6104,b4636,e4636,b,5,119,1565337356373
q6105,b4637,e4637,c,5,119,1565337358319
q6106,b4638,e4638,d,5,90,1565337359975
q6107,b4639,e4639,a,5,119,1565337361840
q6108,b4640,e4640,c,5,119,1565337363721
q6109,b4641,e4641,d,5,119,1565337365886
q6110,b4642,e4642,b,5,87,1565337367929
q6111,b4643,e4643,b,5,121,1565337369712
q6112,b4644,e4644,a,5,87,1565337371403
q6113,b4645,e4645,c,5,119,1565337373221
q6114,b4646,e4646,c,5,87,1565337374994
q6115,b4647,e4647,c,5,120,1565337376905
q6116,b4648,e4648,a,5,119,1565337378812
q6117,b4649,e4649,d,5,119,1565337380545
q6118,b4650,e4650,c,5,87,1565337382310
q6119,b4651,e4651,c,5,119,1565337384025
q6120,b4652,e4652,c,5,122,1565337385913
q6121,b4653,e4653,d,5,87,1565337387830
q6122,b4654,e4654,c,5,72,-1
q6123,b4655,e4655,b,5,119,1565337389737
q6124,b4656,e4656,b,5,119,1565337391513
q6125,b4657,e4657,a,5,119,1565337393284
q6126,b4658,e4658,a,5,90,1565337394995
q6127,b4659,e4659,a,5,73,1565337396843
q6128,b4660,e4660,d,5,72,-1
q6129,b4661,e4661,c,5,119,1565337398816
q6130,b4662,e4662,a,5,95,-1
q6131,b4663,e4663,c,5,90,1565337400504
q6132,b4664,e4664,d,5,119,1565337402215
q6133,b4665,e4665,a,5,119,1565337404017
q6134,b4666,e4666,a,5,119,1565337405853
q6135,b4667,e4667,c,5,120,-1
q6136,b4668,e4668,c,5,87,1565337407524
q6137,b4669,e4669,a,5,119,1565337409460
q6138,b4670,e4670,d,5,120,1565337411220
q6139,b4671,e4671,b,5,95,1565337413118
q6140,b4672,e4672,a,5,87,1565337415005
q6141,b4673,e4673,b,5,87,1565337416675
q6142,b4674,e4674,b,5,121,1565337418478
q6143,b4675,e4675,c,5,83,1561366527371
q6144,b4676,e4676,b,5,88,1564125496180
q6145,b4677,e4677,b,5,76,1561366529335
q6146,b4678,e4678,d,5,85,1561366531234
q6147,b4679,e4679,b,5,89,1564125498309
q6148,b4680,e4680,a,5,74,1564125501138
q6149,b4681,e4681,a,5,78,1564125503838
q6150,b4682,e4682,c,5,76,1561366533203
q6151,b4683,e4683,d,5,85,1564125506041
q6152,b4684,e4684,c,5,90,1564125508679
q6153,b4685,e4685,c,5,74,1564125511021
q6154,b4686,e4686,d,5,77,1564125513551
q6155,b4687,e4687,d,5,84,1564125515902
q6156,b4688,e4688,b,5,91,1564125518641
q6157,b4689,e4689,d,5,83,1561366535309
q6158,b4690,e4690,a,5,78,1564125521709
q6159,b4691,e4691,c,5,85,1561366537381
q6160,b4692,e4692,a,5,92,1564125524002
q6161,b4693,e4693,c,5,85,1561366539446
q6162,b4694,e4694,b,5,80,1564125526464
q6163,b4695,e4695,b,5,93,1564125528721
q6164,b4696,e4696,a,5,94,1564125530908
q6165,b4697,e4697,a,5,74,1564125533978
q6166,b4698,e4698,a,5,85,1564125536111
q6167,b4699,e4699,b,5,71,1564125538376
q6168,b4700,e4700,a,5,76,1561366541623
q6169,b4701,e4701,d,5,84,1564125540543
q6170,b4702,e4702,b,5,95,1564125543301
q6171,b4703,e4703,d,5,96,1564125545580
q6172,b4704,e4704,c,5,83,1561366543584
q6173,b4705,e4705,a,5,77,1564125547968
q6174,b4706,e4706,b,5,83,1561366545619
q6175,b4707,e4707,d,5,97,1564125550386
q6176,b4708,e4708,d,5,98,1564125552482
q6177,b4709,e4709,d,5,99,1564125554767
q6178,b4710,e4710,b,5,85,1561366547570
q6179,b4711,e4711,a,5,85,1564125559984
q6180,b4712,e4712,a,5,77,1561366549635
q6181,b4713,e4713,c,5,80,1564125563472
q6182,b4714,e4714,d,5,72,1558092749040
q6183,b4715,e4715,b,5,140,1558092751282
q6184,b4716,e4716,b,5,128,1558092753877
q6185,b4717,e4717,c,5,145,1558092756175
q6186,b4718,e4718,d,5,140,1558092758506
q6187,b4719,e4719,a,5,140,1558092761083
q6188,b4720,e4720,d,5,128,1558092763311
q6189,b4721,e4721,a,5,97,1558092765460
q6190,b4722,e4722,a,5,72,1558092768123
q6191,b4723,e4723,a,5,121,1558092770274
q6192,b4724,e4724,c,5,87,1558092772847
q6193,b4725,e4725,a,5,95,1558092775298
q6194,b4726,e4726,a,5,123,1558092777758
q6195,b4727,e4727,c,5,121,-1
q6196,b4728,e4728,a,5,120,1558092779978
q6197,b4729,e4729,c,5,87,1558092782215
q6198,b4730,e4730,a,5,90,1558092784487
q6199,b4731,e4731,a,5,121,1558092786888
q6200,b4732,e4732,c,5,95,1558092789039
q6201,b4733,e4733,c,5,119,1558092791532
q6202,b4734,e4734,b,5,95,1558092797088
q6203,b4735,e4735,b,5,82,1558092799424
q6204,b4736,e4736,d,5,119,-1
q6205,b4737,e4737,d,5,82,1558092801941
q6206,b4738,e4738,c,5,90,1558092804463
q6207,b4739,e4739,b,5,119,1558092807047
q6208,b4740,e4740,b,5,120,1558092809391
q6209,b4741,e4741,b,5,119,1558092811784
q6210,b4742,e4742,a,5,121,1558092814265
q6211,b4743,e4743,a,5,88,1558092816659
q6212,b4744,e4744,b,5,88,1558092819079
q6213,b4745,e4745,b,5,88,1558092821379
q6214,b4746,e4746,d,5,118,-1
q6215,b4747,e4747,b,5,88,1558092823789
q6216,b4748,e4748,c,5,88,1558092826005
q6217,b4749,e4749,b,5,88,1558092828415
q6218,b4750,e4750,a,5,75,-1
q6219,b4751,e4751,d,5,88,1558092830765
q6220,b4752,e4752,a,5,88,1558092833340
q6221,b4753,e4753,c,5,99,1558092835669
q6222,b4754,e4754,c,5,99,1558092837855
q6223,b4755,e4755,d,5,99,-1
q6224,b4756,e4756,c,5,99,1558092840463
q6225,b4757,e4757,c,5,99,1558092842818
q6226,b4758,e4758,c,5,135,1519099682793
q6227,b4759,e4759,c,5,74,1519099684725
q6228,b4760,e4760,b,5,88,1519099686589
q6229,b4761,e4761,a,5,71,1519099688456
q6230,b4762,e4762,d,5,77,1571282321177
q6231,b4763,e4763,b,5,104,1519099690274
q6232,b4764,e4764,d,5,85,1571282323018
q6233,b4765,e4765,d,5,83,1571282324828
q6234,b4766,e4766,c,5,90,1519099692219
q6235,b4767,e4767,a,5,119,1519099694121
q6236,b4768,e4768,b,5,74,1519099696196
q6237,b4769,e4769,d,5,79,1519099698128
q6238,b4770,e4770,a,5,71,1519099700042
q6239,b4771,e4771,c,5,78,1519099701879
q6240,b4772,e4772,b,5,85,1571282326777
q6241,b4773,e4773,d,5,119,1519099703864
q6242,b4774,e4774,a,5,94,1519099705806
q6243,b4775,e4775,d,5,100,1519099707759
q6244,b4776,e4776,b,5,106,1519099709645
q6245,b4777,e4777,c,5,85,1571282328580
q6246,b4778,e4778,a,5,71,1519099711535
q6247,b4779,e4779,c,5,84,1519099713658
q6248,b4780,e4780,c,5,74,1519099715525
q6249,b4781,e4781,a,5,76,1571282330463
q6250,b4782,e4782,b,5,73,1519099717319
q6251,b4783,e4783,d,5,119,1519099719252
q6252,b4784,e4784,c,5,83,1571282332265
q6253,b4785,e4785,c,5,72,1519099721093
q6254,b4786,e4786,c,5,129,1519099723096
q6255,b4787,e4787,c,5,97,1519099724985
q6256,b4788,e4788,b,5,78,1519099726897
q6257,b4789,e4789,d,5,86,1519099728926
q6258,b4790,e4790,b,5,83,1571282334130
q6259,b4791,e4791,c,5,83,1571282335996
q6260,b4792,e4792,c,5,74,1519099730775
q6261,b4793,e4793,a,5,108,1519099732618
q6262,b4794,e4794,d,5,88,1519099734485
q6263,b4795,e4795,c,5,71,1519099736418
q6264,b4796,e4796,d,5,85,1571282337802
q6265,b4797,e4797,b,5,83,1571282339645
q6266,b4798,e4798,d,5,74,1568634482055
q6267,b4799,e4799,a,5,74,1568634485606
q6268,b4800,e4800,d,5,74,1568634489170
q6269,b4801,e4801,a,5,74,1568634492476
q6270,b4802,e4802,a,5,74,1568634495687
q6271,b4803,e4803,b,5,74,1568634499030
q6272,b4804,e4804,d,5,74,1568634502188
q6273,b4805,e4805,b,5,74,1568634505665
q6274,b4806,e4806,b,5,74,-1
q6275,b4807,e4807,d,5,74,1568634509022
q6276,b4808,e4808,b,5,74,1568634512347
q6277,b4809,e4809,b,5,74,1568634515825
q6278,b4810,e4810,c,5,74,1568634519162
q6279,b4811,e4811,a,5,74,1568634522475
q6280,b4812,e4812,d,5,74,-1
q6281,b4813,e4813,c,5,74,1568634527551
q6282,b4814,e4814,b,5,74,1568634530808
q6283,b4815,e4815,d,5,74,1568634533959
q6284,b4816,e4816,d,5,74,1568634537097
q6285,b4817,e4817,c,5,74,1568634540109
q6286,b4818,e4818,a,5,74,1568634543115
q6287,b4819,e4819,a,5,74,1568634546357
q6288,b4820,e4820,a,5,74,1568634549430
q6289,b4821,e4821,d,5,74,1568634552460
q6290,b4822,e4822,a,5,74,1568634555451
q6291,b4823,e4823,a,5,74,1568634558549
q6292,b4824,e4824,d,5,74,1568634561511
q6293,b4825,e4825,b,5,74,-1
q6294,b4826,e4826,b,5,105,1568634564743
q6295,b4827,e4827,b,5,74,-1
q6296,b4828,e4828,a,5,74,1568634568050
q6297,b4829,e4829,c,5,74,1568634571260
q6298,b4830,e4830,a,5,74,1568634574455
q6299,b4831,e4831,c,5,74,1568634577556
q6300,b4832,e4832,a,5,74,1568634580640
q6301,b4833,e4833,c,5,74,1568634583878
q6302,b4834,e4834,a,5,74,1568634587010
q6303,b4835,e4835,d,5,74,1568634590110
q6304,b4836,e4836,c,5,74,1568634593400
q6305,b4837,e4837,d,5,74,-1
q6306,b4838,e4838,d,5,74,1568634596597
q6307,b4839,e4839,b,5,74,-1
q6308,b4840,e4840,b,5,74,1568634599704
q6309,b4841,e4841,a,5,74,-1
q6310,b4842,e4842,c,5,74,1568634606135
q6311,b4843,e4843,d,5,74,-1
q6312,b4844,e4844,a,5,74,1568634609244
q6313,b4845,e4845,c,5,74,1568634612417
q6314,b4846,e4846,d,5,74,1568634615654
q6315,b4847,e4847,a,5,74,1568634618726
q6316,b4848,e4848,a,5,74,1568634622141
q6317,b4849,e4849,a,5,74,1568634625619
q6318,b4850,e4850,d,5,129,1558093313381
q6319,b4851,e4851,d,5,129,1558093315847
